#  PROBE RESULTS (THIS IS A MAGIC LINE)
# ---------------------------------------------------------------------------
# Evaluation: DLREF
# ---------------------------------------------------------------------------
#  Name: no name available
#  Description: no description available
# ---------------------------------------------------------------------------
#  No active probe
# ---------------------------------------------------------------------------
#  Common Statistics 
#  Minimum: 0.0020720
#  Maximum: 0.0035184
#  Trials: 634
#  Mean: 0.0025098
# 
#  Variance: 0.0000004
#  Relative variance: 0.0607532
#  Coefficient of variation: 0.2464815
#  Standard deviation: 0.0006186
#  Relative standard deviation: 0.2464815
# 
#  Skewness: 0.7053652
# 
#  2nd moment: 0.0000067
#  3rd moment: 0.0000000
# 
#  Sum of all values: 1.5911981
#  (Sum of all values)^2: 0.0042358
#  (Sum of all values)^3: 0.0000120
# ---------------------------------------------------------------------------
#  DLREF statistics
# 
#  lower border: 0.0000
#  upper border: 0.1000
#  number of intervals: 101
#  interval size: 0.0010
#  maximum number of samples: infinity
#  maximum relative error [%]: 5.0000
# 
#  large sample condition r - a >= 10 not enforced.
# ---------------------------------------------------------------------------
#  DLREF Data
# 
#  evaluated levels: 1
#  Underflows: 0
#  Overflows: 0
# 
# ------------------------------------------------------------------------------------
#                                               mean local      deviation       number of    number of
# ordinate      abscissa        relative        correlation     from mean       trials per   transitions    relative error
#                               error           coefficient     local c.c.      interval     per interval   within limit
# 
# F(x)          x               d(x)            rho(x)          sigma(x)        n(x)         t(x)
#                                F                 F                 rho
# 
1.0000000           0.0020720   not_available   not_available   not_available   0            not_available    y
1.0000000           0.0000000   not_available   not_available   not_available   0            1                n
1.0000000           0.0010000   not_available   not_available   not_available   0            1                n
0.3343849           0.0020000   not_available   not_available   not_available   422          212              n
0.3343849           0.0030000   not_available   not_available   not_available   212          0                n
0.0000000           0.0040000   not_available   not_available   not_available   0            0                n
0.0000000           0.0050000   not_available   not_available   not_available   0            0                n
0.0000000           0.0060000   not_available   not_available   not_available   0            0                n
0.0000000           0.0070000   not_available   not_available   not_available   0            0                n
0.0000000           0.0080000   not_available   not_available   not_available   0            0                n
0.0000000           0.0090000   not_available   not_available   not_available   0            0                n
0.0000000           0.0100000   not_available   not_available   not_available   0            0                n
0.0000000           0.0110000   not_available   not_available   not_available   0            0                n
0.0000000           0.0120000   not_available   not_available   not_available   0            0                n
0.0000000           0.0130000   not_available   not_available   not_available   0            0                n
0.0000000           0.0140000   not_available   not_available   not_available   0            0                n
0.0000000           0.0150000   not_available   not_available   not_available   0            0                n
0.0000000           0.0160000   not_available   not_available   not_available   0            0                n
0.0000000           0.0170000   not_available   not_available   not_available   0            0                n
0.0000000           0.0180000   not_available   not_available   not_available   0            0                n
0.0000000           0.0190000   not_available   not_available   not_available   0            0                n
0.0000000           0.0200000   not_available   not_available   not_available   0            0                n
0.0000000           0.0210000   not_available   not_available   not_available   0            0                n
0.0000000           0.0220000   not_available   not_available   not_available   0            0                n
